season,dekad_idx,pivot_id,aeti_mm,npp_gC_m2
2021/22,12,35,32.73576512,24.93367438
2021/22,12,38,30.85637343,36.03421903
2021/22,12,43,31.99659632,37.21683458
2021/22,12,46,36.01628959,41.828181
2021/22,12,48,34.87918994,40.5328352
2021/22,12,49,36.40176152,41.62773035
2021/22,12,56,31.86707566,37.74214724
2021/22,12,61,26.5415493,28.71046479
2021/22,12,62,34.15262431,39.83484116
2021/22,12,77,26.27644231,28.55918269
2021/22,12,78,11.98738966,13.17520807
2021/22,12,79,9.183047791,9.359549143
2021/22,12,80,19.40014164,21.60308782
2021/22,12,89,40.74527642,47.85545136
2021/22,12,90,42.13426573,50.0241049
2021/22,12,91,23.33464052,26.96865359
2021/22,12,92,18.91075051,21.72483435
2021/22,12,97,36.47865014,43.2085124
2021/22,12,98,24.89423077,29.04103709
2021/22,12,99,47.27027027,56.27756757
2021/22,12,119,29.1086798,33.3780671
2021/22,12,120,30.85744986,35.68198424
2021/22,12,121,39.9993146,47.52170665
2021/22,12,128,38.24820144,45.40263309
2021/22,12,129,45.62308254,55.7855515
2021/22,12,130,28.88527017,33.61223538
2021/22,12,131,42.29061103,49.85205663
2021/22,12,132,42.53719008,49.30123967
2021/22,12,133,43.19388516,51.27914243
2021/22,12,134,33.81885125,33.04572165
2021/22,12,137,25.38066095,29.65674419
2021/22,12,138,16.45991848,17.13386549
2021/22,12,139,47.64109589,58.26740411
2021/22,12,141,45.79836512,54.98424387
2021/22,12,142,47.12337217,57.20124058
2021/22,12,143,42.94690265,52.32949626
2021/22,12,144,33.62801932,39.81978606
2021/22,12,145,38.44368132,44.60855082
2021/22,12,146,44.88915956,52.98186358
2021/22,12,147,32.46248897,38.35852604
2021/22,12,148,37.13972056,43.39957418
2021/22,12,149,47.56648452,60.58505464
2021/22,12,150,28.79209184,34.37174745
2021/22,12,151,45.47272727,54.46843636
2021/22,12,160,48.8452237,61.2231318
2021/22,13,35,25.64679715,21.3838968
2021/22,13,38,21.47935368,30.26967684
2021/22,13,43,26.81892444,37.18859769
2021/22,13,46,30.03529412,41.24704072
2021/22,13,48,29.81773743,42.25048184
2021/22,13,49,31.97764228,44.06416667
2021/22,13,56,28.2801636,39.98894342
2021/22,13,61,18.91549296,24.59810563
2021/22,13,62,30.41229282,42.78247928
2021/22,13,77,19.31009615,25.99158654
2021/22,13,78,5.693568726,8.789293821
2021/22,13,79,6.975653742,10.78132552
2021/22,13,80,13.32932011,19.14140935
2021/22,13,89,29.27711686,39.54531141
2021/22,13,90,30.56713287,41.48261538
2021/22,13,91,19.84705882,27.90733333
2021/22,13,92,16.54022989,24.60969574
2021/22,13,97,26.39187328,38.01800275
2021/22,13,98,22.4168956,32.92146291
2021/22,13,99,35.49890431,49.49771366
2021/22,13,119,19.75565281,26.40463166
2021/22,13,120,25.01002865,35.44261461
2021/22,13,121,27.5702536,38.04444825
2021/22,13,128,25.79928058,36.20035252
2021/22,13,129,32.47845142,44.3963477
2021/22,13,130,24.57438934,34.68334567
2021/22,13,131,30.5685544,41.93151267
2021/22,13,132,31.64118457,44.32006887
2021/22,13,133,32.66592095,45.79041014
2021/22,13,134,25.00662739,26.52456554
2021/22,13,137,22.03182375,32.32578947
2021/22,13,138,13.56793478,18.49582201
2021/22,13,139,37.27876712,52.39171918
2021/22,13,141,35.31880109,49.97623978
2021/22,13,142,37.31939685,52.42644277
2021/22,13,143,31.57998639,44.51326753
2021/22,13,144,28.49137336,40.61750863
2021/22,13,145,31.90041209,44.20255495
2021/22,13,146,32.56881851,43.62943971
2021/22,13,147,24.21535746,33.61564872
