pivot_id,area_ha,season,aeti_mm,npp_gC_m2,pcp_mm,is_active,biomass_dry_kg_ha,water_consumed_m3_ha,cwp,niwr_mm,demand_vol_m3,abstraction_vol_m3
118,36.93264309,2022/23,367.2099143,474.9788825,0.1,1,10544.53119,3672.099143,2.871526824,367.1299143,135590.7809,159518.5658
119,60.2556396,2022/23,0,0,0.1,0,0,0,,0,0,0
120,61.14569502,2022/23,424.9914756,542.2845695,0.1,1,12038.71744,4249.914756,2.832696215,424.9114756,259815.075,305664.7941
121,63.87730664,2022/23,0,0,0.1,0,0,0,,0,0,0
122,47.41605965,2022/23,308.904878,210.6732214,0.102889306,1,4676.945515,3089.04878,1.51404068,308.8225666,146431.4924,172272.344
123,36.73467988,2022/23,290.4241677,214.5373255,0.160900123,1,4762.728627,2904.241677,1.639921589,290.2954476,106639.1034,125457.7687
124,49.37404301,2022/23,305.2354897,225.7128697,0.21,1,5010.825708,3052.354897,1.64162618,305.0674897,150624.1535,177204.8865
125,65.04043536,2022/23,293.3497976,231.9904764,0.1,1,5150.188576,2933.497976,1.755647564,293.2697976,190743.9531,224404.6507
126,64.07452716,2022/23,225.8634812,174.7696362,0.105556314,1,3879.885923,2258.634812,1.717801347,225.7790362,144666.8499,170196.294
127,60.96759414,2022/23,497.9303161,612.2332191,0.1,1,13591.57746,4979.303161,2.729614371,497.8503161,303527.3602,357091.012
128,60.96048645,2022/23,0,0,0.1,0,0,0,,0,0,0
129,59.94254528,2022/23,0,0,0.1,0,0,0,,0,0,0
130,59.48194454,2022/23,0,0,0.1,0,0,0,,0,0,0
131,59.15535173,2022/23,0,0,0.1,0,0,0,,0,0,0
132,63.59505436,2022/23,0,0,0.1,0,0,0,,0,0,0
133,58.98463711,2022/23,0,0,0.1,0,0,0,,0,0,0
134,59.567435,2022/23,0,0,0.1,0,0,0,,0,0,0
135,60.71689993,2022/23,392.821045,313.0754202,0.1,1,6950.274328,3928.21045,1.769323313,392.741045,238460.1873,280541.3968
136,63.96653595,2022/23,0,0,0.1,0,0,0,,0,0,0
137,36.94882279,2022/23,0,0,0.1,0,0,0,,0,0,0
138,64.52079367,2022/23,0,0,0.1,0,0,0,,0,0,0
139,63.99256844,2022/23,370.6850685,424.7023884,0.1,1,9428.393022,3706.850685,2.543504938,370.6050685,237159.7021,279011.4142
140,64.49361505,2022/23,0,0,0.1,0,0,0,,0,0,0
141,64.38440821,2022/23,380.6256812,436.900312,0.1,1,9699.186926,3806.256812,2.54822189,380.5456812,245012.0848,288249.5115
142,63.787403,2022/23,358.5890336,474.5801995,0.1,1,10535.68043,3585.890336,2.938093316,358.5090336,228683.6021,269039.5318
143,64.35940624,2022/23,365.228659,488.3334806,0.1,1,10841.00327,3652.28659,2.968278366,365.148659,235007.5088,276479.4221
144,63.68650722,2022/23,0,0,0.1,0,0,0,,0,0,0
145,63.82309015,2022/23,348.1514423,436.4929258,0.1,1,9690.142953,3481.514423,2.783312598,348.0714423,222149.9504,261352.8828
146,37.01118564,2022/23,373.8049939,496.7961839,0.1,1,11028.87528,3738.049939,2.950435511,373.7249939,138320.0513,162729.4721
147,50.03259431,2022/23,370.6244484,512.3847193,0.1,1,11374.94077,3706.244484,3.069128553,370.5444484,185393.0006,218109.4125
148,65.76291244,2022/23,507.7822355,631.6527957,0.1,1,14022.69207,5077.822355,2.761556251,507.7022355,333879.7766,392799.7372
149,48.71151107,2022/23,0,0,0.1,0,0,0,,0,0,0
150,35.46312705,2022/23,307.8825255,413.4793967,0.1,1,9179.242606,3078.825255,2.981410715,307.8025255,109156.4007,128419.2949
151,37.18774901,2022/23,0,0,0.1,0,0,0,,0,0,0
152,37.48554554,2022/23,397.7468187,295.5648655,0.21,1,6561.540015,3977.468187,1.64967756,397.5788187,149034.5892,175334.8108
153,63.47522854,2022/23,283.3521679,202.1410564,0.21,1,4487.531453,2833.521679,1.583729352,283.1841679,179751.7978,211472.7033
154,64.72715306,2022/23,338.3447973,234.5240486,0.21,1,5206.43388,3383.447973,1.538795312,338.1767973,218892.2132,257520.2508
155,63.03274447,2022/23,318.3793319,218.9991016,0.21,1,4861.780056,3183.793319,1.527040096,318.2113319,200577.3357,235973.3362
156,38.07667514,2022/23,0,0,0.21,0,0,0,,0,0,0
157,50.01757579,2022/23,0,0,0.21,0,0,0,,0,0,0
158,25.16577689,2022/23,0,0,0.21,0,0,0,,0,0,0
159,50.24391393,2022/23,0,0,0.21,0,0,0,,0,0,0
160,37.16852129,2022/23,328.6334946,411.0591548,0.1,1,9125.513236,3286.334946,2.776805587,328.5534946,122118.4756,143668.7948
161,46.13155391,2022/23,301.1190751,238.7303449,0.142813102,1,5299.813657,3011.190751,1.760039165,301.0048247,138858.203,163362.5917
162,47.7325274,2022/23,262.2684308,251.1810223,0.21,1,5576.218695,2622.684308,2.12614941,262.1004308,125107.16,147184.8941
163,37.36482063,2022/23,256.6883133,228.8555711,0.160566265,1,5080.593678,2566.883133,1.979285155,256.5598602,95863.1316,112780.1548
164,45.04159687,2022/23,300.8361933,233.9776824,0.21,1,5194.30455,3008.361933,1.726622217,300.6681933,135425.7555,159324.4183
165,48.7951395,2022/23,309.2531392,240.1246733,0.21,1,5330.767748,3092.531392,1.72375542,309.0851392,150818.5249,177433.5587
0,65.0148518,2023/24,0,0,0.19,0,0,0,,0,0,0
1,50.3416763,2023/24,478.8148899,393.3259242,0.19,1,8731.835518,4788.148899,1.823634917,478.6628899,240966.9226,283490.4971
2,64.11495942,2023/24,0,0,0.19,0,0,0,,0,0,0
3,65.16100291,2023/24,0,0,0.19,0,0,0,,0,0,0
4,52.90348001,2023/24,434.8236181,319.6341625,0.19,1,7095.878407,4348.236181,1.63189811,434.6716181,229956.4126,270536.956
5,65.26255794,2023/24,454.280589,344.3572289,0.19,1,7644.730482,4542.80589,1.682821293,454.128589,296375.9336,348677.5689
6,38.30149519,2023/24,358.4459555,223.0410961,0.19,1,4951.512334,3584.459555,1.381383235,358.2939555,137231.9421,161449.3436
7,37.36954717,2023/24,465.0099034,349.7253768,0.19,1,7763.903365,4650.099034,1.669621079,464.8579034,173715.2935,204370.9335
8,50.94012546,2023/24,0,0,0.19,0,0,0,,0,0,0
9,64.41507513,2023/24,0,0,0.19,0,0,0,,0,0,0
10,65.88292586,2023/24,0,0,0.19,0,0,0,,0,0,0
11,51.88836591,2023/24,497.5573015,400.0118975,0.19,1,8880.264125,4975.573015,1.784772146,497.4053015,258095.4829,303641.7446
12,64.66598902,2023/24,511.3423155,425.050633,0.19,1,9436.124053,5113.423155,1.845363422,511.1903155,330566.2733,388901.498
13,66.45888558,2023/24,506.6571805,424.7248709,0.19,1,9428.892134,5066.571805,1.861000396,506.5051805,336617.6983,396020.8216
14,65.74872025,2023/24,0,0,0.19,0,0,0,,0,0,0
15,38.06014169,2023/24,0,0,0.19,0,0,0,,0,0,0
16,63.9587681,2023/24,424.999863,291.0801295,0.19,1,6461.978874,4249.99863,1.520466107,424.847863,271727.4595,319679.3641
17,62.79966413,2023/24,461.2377887,363.1560091,0.19,1,8062.063402,4612.377887,1.747919099,461.0857887,289560.3266,340659.2078
18,49.18683288,2023/24,470.0753165,356.6260434,0.19,1,7917.098163,4700.753165,1.684219079,469.9233165,231140.3963,271929.878
19,63.77669291,2023/24,457.503569,348.9492045,0.19,1,7746.672341,4575.03569,1.693248505,457.351569,291683.7057,343157.3008
20,62.60891416,2023/24,0,0,0.19,0,0,0,,0,0,0
21,62.28617812,2023/24,467.4743319,370.9878411,0.19,1,8235.930072,4674.743319,1.761793003,467.3223319,291077.2201,342443.7883
22,63.45488099,2023/24,429.2139904,321.1156375,0.19,1,7128.767152,4292.139904,1.660888814,429.0619904,272260.7753,320306.7945
23,63.3432119,2023/24,0,0,0.19,0,0,0,,0,0,0
24,64.40515818,2023/24,469.9891304,363.8262092,0.19,1,8076.941845,4699.891304,1.718538009,469.8371304,302599.347,355999.2318
25,34.75627068,2023/24,482.1863103,366.8506389,0.19,1,8144.084183,4821.863103,1.688991166,482.0343103,167537.1497,197102.529
26,37.34794249,2023/24,474.5651807,361.1507759,0.19,1,8017.547225,4745.651807,1.689451218,474.4131807,177183.5619,208451.2493
27,61.58773031,2023/24,424.889301,302.0146805,0.19,1,6704.725906,4248.89301,1.577993583,424.737301,261586.0635,307748.31
28,18.84882855,2023/24,458.1771574,336.7594975,0.19,1,7476.060844,4581.771574,1.631696544,458.0251574,86332.37663,101567.5019
29,62.64923786,2023/24,522.7363191,451.6360007,0.19,1,10026.31922,5227.363191,1.918045265,522.5843191,327395.0931,385170.6978
30,62.56869146,2023/24,0,0,0.19,0,0,0,,0,0,0
31,64.27068133,2023/24,0,0,0.186940857,0,0,0,,0,0,0
32,50.21280856,2023/24,445.2867841,370.1549877,0.09,1,8217.440726,4452.867841,1.845426592,445.2147841,223554.8472,263005.7026
33,64.83375202,2023/24,0,0,0.130391099,0,0,0,,0,0,0
34,63.99901747,2023/24,428.6466212,305.4427679,0.19,1,6780.829448,4286.466212,1.581915992,428.4946212,274232.3474,322626.2911
35,49.85596123,2023/24,0,0,0.19,0,0,0,,0,0,0
36,50.41790664,2023/24,0,0,0.156374012,0,0,0,,0,0,0
37,50.45592597,2023/24,0,0,0.09,0,0,0,,0,0,0
38,49.53557934,2023/24,0,0,0.09,0,0,0,,0,0,0
39,49.05310036,2023/24,0,0,0.09,0,0,0,,0,0,0
40,47.55674987,2023/24,0,0,0.139344569,0,0,0,,0,0,0
41,64.04012793,2023/24,372.7115516,247.7713882,0.09,1,5500.524819,3727.115516,1.475812809,372.6395516,238638.8456,280751.583
42,35.17081223,2023/24,0,0,0.09,0,0,0,,0,0,0
43,64.40459258,2023/24,0,0,0.09,0,0,0,,0,0,0
44,60.70273094,2023/24,421.0979813,304.6728457,0.19,1,6763.737175,4210.979813,1.606214581,420.9459813,255525.7064,300618.4781
45,49.73307878,2023/24,0,0,0.19,0,0,0,,0,0,0
46,49.245055,2023/24,0,0,0.19,0,0,0,,0,0,0
47,36.27660184,2023/24,0,0,0.19,0,0,0,,0,0,0
48,62.870891,2023/24,0,0,0.19,0,0,0,,0,0,0
49,64.49604488,2023/24,0,0,0.19,0,0,0,,0,0,0
50,63.64931877,2023/24,0,0,0.100089224,0,0,0,,0,0,0
51,64.19820521,2023/24,0,0,0.09,0,0,0,,0,0,0
52,19.79095715,2023/24,480.5466667,387.6011024,0.09,1,8604.744473,4805.466667,1.790615786,480.4746667,95090.53538,111871.2181
53,64.36478544,2023/24,0,0,0.09,0,0,0,,0,0,0
54,63.86079285,2023/24,0,0,0.09,0,0,0,,0,0,0
55,61.76188684,2023/24,413.0394456,292.0382217,0.09,1,6483.248523,4130.394456,1.569643915,412.9674456,255056.4864,300066.4546
56,64.30923392,2023/24,0,0,0.09,0,0,0,,0,0,0
57,47.45306591,2023/24,0,0,0.09,0,0,0,,0,0,0
58,34.87869821,2023/24,0,0,0.19,0,0,0,,0,0,0
59,50.79479782,2023/24,0,0,0.19,0,0,0,,0,0,0
60,49.4180298,2023/24,0,0,0.120941704,0,0,0,,0,0,0
61,62.23620892,2023/24,0,0,0.19,0,0,0,,0,0,0
62,63.62685226,2023/24,0,0,0.09,0,0,0,,0,0,0
63,64.59855014,2023/24,0,0,0.09,0,0,0,,0,0,0
64,67.17748642,2023/24,0,0,0.09,0,0,0,,0,0,0
65,60.02513068,2023/24,0,0,0.09,0,0,0,,0,0,0
66,62.90733362,2023/24,0,0,0.125244755,0,0,0,,0,0,0
67,48.87320748,2023/24,0,0,0.09,0,0,0,,0,0,0
68,62.6458772,2023/24,0,0,0.09,0,0,0,,0,0,0
69,36.28872591,2023/24,0,0,0.140559006,0,0,0,,0,0,0
70,49.27115811,2023/24,0,0,0.09,0,0,0,,0,0,0
71,61.23499562,2023/24,0,0,0.09,0,0,0,,0,0,0
72,63.05429795,2023/24,0,0,0.09,0,0,0,,0,0,0
73,35.8829039,2023/24,0,0,0.09,0,0,0,,0,0,0
74,64.26597942,2023/24,0,0,0.09,0,0,0,,0,0,0
75,64.53642991,2023/24,0,0,0.09,0,0,0,,0,0,0
76,61.37977771,2023/24,0,0,0.09,0,0,0,,0,0,0
77,37.52571147,2023/24,428.2175481,579.4900553,0.09,1,12864.67923,4282.175481,3.00423915,428.1455481,160664.663,189017.2506
78,35.95299998,2023/24,0,0,0.09,0,0,0,,0,0,0
79,49.18550887,2023/24,0,0,0.09,0,0,0,,0,0,0
80,62.03233184,2023/24,0,0,0.09,0,0,0,,0,0,0
81,61.02630943,2023/24,0,0,0.09,0,0,0,,0,0,0
82,64.2145049,2023/24,0,0,0.09,0,0,0,,0,0,0
83,36.91685806,2023/24,0,0,0.09,0,0,0,,0,0,0
84,64.94270536,2023/24,0,0,0.09,0,0,0,,0,0,0
85,65.13599986,2023/24,0,0,0.09,0,0,0,,0,0,0
86,35.87204308,2023/24,451.0688833,353.2168795,0.09,1,7841.414726,4510.688833,1.738407373,450.9968833,161781.7963,190331.525
87,62.99438139,2023/24,494.1985386,391.2447801,0.09,1,8685.634118,4941.985386,1.757519183,494.1265386,311271.9563,366202.3015
88,63.09364339,2023/24,459.6990264,340.8648491,0.09,1,7567.19965,4596.990264,1.646120443,459.6270264,289995.437,341171.1023
89,62.41568549,2023/24,0,0,0.09,0,0,0,,0,0,0
90,62.54465096,2023/24,520.491049,579.3682371,0.09,1,12861.97486,5204.91049,2.471123161,520.419049,325494.2777,382934.4443
91,34.60250047,2023/24,0,0,0.09,0,0,0,,0,0,0
92,64.73269752,2023/24,561.148952,685.5158391,0.09,1,15218.45163,5611.48952,2.712016404,561.076952,363200.2462,427294.4073
93,62.25829852,2023/24,0,0,0.09,0,0,0,,0,0,0
94,49.01983643,2023/24,0,0,0.09,0,0,0,,0,0,0
95,61.89938544,2023/24,0,0,0.09,0,0,0,,0,0,0
96,33.91509447,2023/24,0,0,0.09,0,0,0,,0,0,0
97,63.44847688,2023/24,0,0,0.09,0,0,0,,0,0,0
98,63.839698,2023/24,0,0,0.09,0,0,0,,0,0,0
99,60.19458995,2023/24,645.3298758,845.7363265,0.09,1,18775.34645,6453.298758,2.909418447,645.2578758,388410.3325,456953.3324
100,49.71905566,2023/24,411.0883617,310.3481289,0.09,1,6889.728462,4110.883617,1.675972639,411.0163617,204353.4537,240415.8278
101,63.61366927,2023/24,0,0,0.09,0,0,0,,0,0,0
102,35.93250446,2023/24,411.7186076,333.8725405,0.09,1,7411.970399,4117.186076,1.800251498,411.6466076,147914.9356,174017.5713
103,37.07810111,2023/24,454.2828258,325.002922,0.09,1,7215.064869,4542.828258,1.588231925,454.2108258,168412.7493,198132.6462
104,64.61613574,2023/24,456.3129492,350.2859736,0.09,1,7776.348613,4563.129492,1.70417005,456.2409492,294805.271,346829.7306
105,62.39247269,2023/24,0,0,0.09,0,0,0,,0,0,0
106,64.89027087,2023/24,470.2522327,364.9462612,0.09,1,8101.806998,4702.522327,1.722864121,470.1802327,305101.2266,358942.6195
107,64.32815624,2023/24,0,0,0.09,0,0,0,,0,0,0
108,36.65693609,2023/24,488.707911,382.9935303,0.09,1,8502.456372,4887.07911,1.73978284,488.635911,179118.9536,210728.1807
109,36.27181097,2023/24,546.2928928,477.1822706,0.09,1,10593.44641,5462.928928,1.939151424,546.2208928,198124.2097,233087.3055
110,64.41364628,2023/24,500.1757637,399.4069029,0.09,1,8866.833245,5001.757637,1.772743481,500.1037637,322135.0694,378982.4346
111,35.88828365,2023/24,505.0620301,408.6291466,0.09,1,9071.567055,5050.620301,1.79612929,504.9900301,181232.2544,213214.417
112,50.73460601,2023/24,479.6774587,403.8422158,0.09,1,8965.297192,4796.774587,1.869026161,479.6054587,243325.9398,286265.8116
113,64.88182917,2023/24,0,0,0.09,0,0,0,,0,0,0
114,63.32738244,2023/24,485.2011034,394.4840869,0.09,1,8757.546729,4852.011034,1.80493133,485.1291034,307219.5627,361434.7796
115,64.93592878,2023/24,0,0,0.09,0,0,0,,0,0,0
116,66.85106456,2023/24,489.5152188,394.8070451,0.09,1,8764.716401,4895.152188,1.790489052,489.4432188,327198.0022,384938.8261
117,38.06870885,2023/24,506.3523077,412.5359692,0.09,1,9158.298517,5063.523077,1.808681106,506.2803077,192734.3763,226746.3251
118,36.93264309,2023/24,652.4916769,781.2852509,0.09,1,17344.53257,6524.916769,2.658199819,652.4196769,240955.8307,283477.4479
119,60.2556396,2023/24,523.7009482,680.5280175,0.09,1,15107.72199,5237.009482,2.884799434,523.6289482,315515.9719,371195.261
120,61.14569502,2023/24,0,0,0.09,0,0,0,,0,0,0
121,63.87730664,2023/24,703.6215901,944.9525504,0.09,1,20977.94662,7036.215901,2.98142452,703.5495901,449408.529,528715.9165
122,47.41605965,2023/24,477.6752345,398.156333,0.09,1,8839.070593,4776.752345,1.850435182,477.6032345,226460.6346,266424.2759
123,36.73467988,2023/24,427.0334155,321.0604328,0.09,1,7127.541608,4270.334155,1.669082875,426.9614155,156842.9092,184521.0697
124,49.37404301,2023/24,567.5245283,510.9677547,0.09,1,11343.48415,5675.245283,1.998765443,567.4525283,280174.2554,329616.771
125,65.04043536,2023/24,338.7156545,281.1888097,0.09,1,6242.391576,3387.156545,1.842959276,338.6436545,220255.3072,259123.8908
126,64.07452716,2023/24,335.4935836,251.1822765,0.09,1,5576.246537,3354.935836,1.66210229,335.4215836,214919.7937,252846.8161
127,60.96759414,2023/24,0,0,0.09,0,0,0,,0,0,0
128,60.96048645,2023/24,688.6179137,860.8068482,0.09,1,19109.91203,6886.179137,2.775111081,688.5459137,419740.9384,493812.8687
129,59.94254528,2023/24,702.3885318,912.3041848,0.09,1,20253.1529,7023.885318,2.88346862,702.3165318,420986.4051,495278.1236
130,59.48194454,2023/24,521.2487047,582.9644056,0.29,1,12941.8098,5212.487047,2.48284738,521.0167047,309910.8673,364601.0204
131,59.15535173,2023/24,676.9931446,847.1599911,0.102816692,1,18806.9518,6769.931446,2.778012149,676.9108912,400429.0186,471092.9631
132,63.59505436,2023/24,679.9472452,880.3394725,0.261349862,1,19543.53629,6799.472452,2.874272442,679.7381653,432279.8557,508564.5361
133,58.98463711,2023/24,595.395302,716.465091,0.104168531,1,15905.52502,5953.95302,2.671422661,595.3119672,351142.6035,413108.9453
134,59.567435,2023/24,508.0761414,555.0107239,0.09,1,12321.23807,5080.761414,2.425077083,508.0041414,302605.0367,356005.9256
135,60.71689993,2023/24,0,0,0.09,0,0,0,,0,0,0
136,63.96653595,2023/24,513.06603,596.3102483,0.09,1,13238.08751,5130.6603,2.580191776,512.99403,328144.5106,386052.3654
137,36.94882279,2023/24,521.4526316,587.0582876,0.09,1,13032.69399,5214.526316,2.49930544,521.3806316,192644.0056,226640.0066
138,64.52079367,2023/24,426.3863451,450.820858,0.29,1,10008.22305,4263.863451,2.347219409,426.1543451,274958.1657,323480.1949
139,63.99256844,2023/24,0,0,0.29,0,0,0,,0,0,0
140,64.49361505,2023/24,582.0622373,773.5946597,0.29,1,17173.80144,5820.622373,2.950509472,581.8302373,375243.3535,441462.7688
141,64.38440821,2023/24,0,0,0.29,0,0,0,,0,0,0
142,63.787403,2023/24,0,0,0.285613434,0,0,0,,0,0,0
143,64.35940624,2023/24,0,0,0.121177672,0,0,0,,0,0,0
144,63.68650722,2023/24,551.336646,663.2912968,0.09,1,14725.06679,5513.36646,2.670794132,551.264646,351081.1985,413036.7042
145,63.82309015,2023/24,586.1414148,719.3882418,0.09,1,15970.41897,5861.414148,2.724669945,586.0694148,374047.6109,440056.0129
146,37.01118564,2023/24,0,0,0.09,0,0,0,,0,0,0
147,50.03259431,2023/24,0,0,0.09,0,0,0,,0,0,0
148,65.76291244,2023/24,0,0,0.09,0,0,0,,0,0,0
149,48.71151107,2023/24,717.2254098,956.3059299,0.09,1,21229.99164,7172.254098,2.960016663,717.1534098,349336.2626,410983.8384
150,35.46312705,2023/24,0,0,0.09,0,0,0,,0,0,0
151,37.18774901,2023/24,640.1430303,807.9095467,0.09,1,17935.59194,6401.430303,2.801810078,640.0710303,238028.0083,280032.9509
152,37.48554554,2023/24,518.2266507,413.3304694,0.09,1,9175.93642,5182.266507,1.770641554,518.1546507,194233.0975,228509.5265
153,63.47522854,2023/24,485.118307,418.0317103,0.09,1,9280.303968,4851.18307,1.912998094,485.046307,307884.2519,362216.7669
154,64.72715306,2023/24,509.4043243,387.2771493,0.09,1,8597.552715,5094.043243,1.687765946,509.3323243,329676.3131,387854.4861
155,63.03274447,2023/24,493.7063326,376.9857439,0.09,1,8369.083515,4937.063326,1.695154176,493.6343326,311151.2675,366060.3147
156,38.07667514,2023/24,428.1770686,314.8141324,0.09,1,6988.873739,4281.770686,1.632239149,428.1050686,163008.1762,191774.3249
157,50.01757579,2023/24,459.2769912,364.6023637,0.09,1,8094.172475,4592.769912,1.762372736,459.2049912,229683.2045,270215.5347
158,25.16577689,2023/24,451.7779412,348.0202996,0.09,1,7726.050652,4517.779412,1.710143402,451.7059412,113675.3094,133735.6581
159,50.24391393,2023/24,473.7664613,370.8851769,0.09,1,8233.650928,4737.664613,1.737913424,473.6944613,238002.6374,280003.1029
160,37.16852129,2023/24,693.4048368,931.1621971,0.09,1,20671.80078,6934.048368,2.981202276,693.3328368,257701.563,303178.3095
161,46.13155391,2023/24,0,0,0.09,0,0,0,,0,0,0
162,47.7325274,2023/24,0,0,0.09,0,0,0,,0,0,0
163,37.36482063,2023/24,0,0,0.09,0,0,0,,0,0,0
164,45.04159687,2023/24,0,0,0.09,0,0,0,,0,0,0
165,48.7951395,2023/24,0,0,0.09,0,0,0,,0,0,0
0,65.0148518,2024/25,498.7179987,430.4298885,0.2,1,9555.543525,4987.179987,1.916021389,498.5579987,324136.744,381337.3459
1,50.3416763,2024/25,356.9967401,243.8193612,0.2,1,5412.789819,3569.967401,1.51620147,356.8367401,179637.5966,211338.3489
2,64.11495942,2024/25,487.3874743,411.3750719,0.2,1,9132.526595,4873.874743,1.873771296,487.2274743,312385.6974,367512.5852
3,65.16100291,2024/25,415.4149664,335.7714664,0.2,1,7454.126555,4154.149664,1.794380838,415.2549664,270584.3008,318334.4715
4,52.90348001,2024/25,0,0,0.2,0,0,0,,0,0,0
5,65.26255794,2024/25,455.2597724,384.6793849,0.2,1,8539.882344,4552.597724,1.875826256,455.0997724,297009.7527,349423.2384
6,38.30149519,2024/25,0,0,0.2,0,0,0,,0,0,0
7,37.36954717,2024/25,515.3669082,445.4730314,0.2,1,9889.501297,5153.669082,1.918924389,515.2069082,192530.4886,226506.4572
8,50.94012546,2024/25,491.045866,400.9405265,0.2,1,8900.879689,4910.45866,1.812637129,490.885866,250057.876,294185.7365
9,64.41507513,2024/25,354.9825289,235.9680986,0.2,1,5238.491788,3549.825289,1.475704116,354.8225289,228559.1986,268893.1748
10,65.88292586,2024/25,439.7909031,351.8802118,0.2,1,7811.740702,4397.909031,1.776239719,439.6309031,289641.7019,340754.9434
11,51.88836591,2024/25,438.895474,319.4134774,0.2,1,7090.979198,4388.95474,1.615641905,438.735474,227652.6681,267826.6684
12,64.66598902,2024/25,357.0390657,242.1216405,0.2,1,5375.100419,3570.390657,1.50546563,356.8790657,230779.3774,271505.1499
13,66.45888558,2024/25,317.6653491,198.1202582,0.2,1,4398.269733,3176.653491,1.384560748,317.5053491,211010.5167,248247.6667
14,65.74872025,2024/25,0,0,0.2,0,0,0,,0,0,0
15,38.06014169,2024/25,0,0,0.2,0,0,0,,0,0,0
16,63.9587681,2024/25,0,0,0.2,0,0,0,,0,0,0
17,62.79966413,2024/25,466.9468859,381.757739,0.2,1,8475.021805,4669.468859,1.814986257,466.7868859,293140.5966,344871.2901
18,49.18683288,2024/25,514.9415009,439.7254828,0.2,1,9761.905719,5149.415009,1.895731011,514.7815009,253204.7166,297887.9018
19,63.77669291,2024/25,450.4146877,357.1419067,0.2,1,7928.550328,4504.146877,1.760277927,450.2546877,287157.5495,337832.4112
20,62.60891416,2024/25,0,0,0.122408964,0,0,0,,0,0,0
21,62.28617812,2024/25,0,0,0.1,0,0,0,,0,0,0
22,63.45488099,2024/25,313.9801516,194.0524624,0.132460372,1,4307.964666,3139.801516,1.372049999,313.8741833,199168.4895,234315.87
23,63.3432119,2024/25,468.6662983,378.9863177,0.171616022,1,8413.496252,4686.662983,1.795199758,468.5290055,296781.3208,349154.495
24,64.40515818,2024/25,411.7949049,293.3004348,0.2,1,6511.269652,4117.949049,1.581192379,411.6349049,265114.1116,311898.9548
25,34.75627068,2024/25,487.8112125,411.3062334,0.129595828,1,9130.998381,4878.112125,1.871830361,487.7075359,169508.9513,199422.2957
26,37.34794249,2024/25,493.4987952,426.2895036,0.1,1,9463.62698,4934.987952,1.917659592,493.4187952,184281.7678,216802.0798
27,61.58773031,2024/25,0,0,0.185378031,0,0,0,,0,0,0
28,18.84882855,2024/25,388.3774112,309.5832513,0.1,1,6872.748178,3883.774112,1.769605538,388.2974112,73189.5133,86105.30976
29,62.64923786,2024/25,359.1221833,232.4138321,0.1,1,5159.587072,3591.221833,1.436721904,359.0421833,224937.1915,264631.99
30,62.56869146,2024/25,0,0,0.1,0,0,0,,0,0,0
31,64.27068133,2024/25,0,0,0.1,0,0,0,,0,0,0
32,50.21280856,2024/25,467.3002643,418.5379674,0.1,1,9291.542876,4673.002643,1.988345307,467.2202643,234604.4169,276005.1963
33,64.83375202,2024/25,356.0055968,238.5846952,0.1,1,5296.580234,3560.055968,1.487780047,355.9255968,230759.9188,271482.2574
34,63.99901747,2024/25,329.4164505,214.3284464,0.1,1,4758.09151,3294.164505,1.444400091,329.3364505,210772.0925,247967.1676
35,49.85596123,2024/25,322.9335409,228.8687571,0.1,1,5080.886408,3229.335409,1.573353574,322.8535409,160961.7362,189366.7485
36,50.41790664,2024/25,0,0,0.066374012,0,0,0,,0,0,0
37,50.45592597,2024/25,0,0,0,0,0,0,,0,0,0
38,49.53557934,2024/25,0,0,0,0,0,0,,0,0,0
39,49.05310036,2024/25,351.3591562,237.2018815,0,1,5265.881769,3513.591562,1.498717673,351.3591562,172352.5595,202767.7171
40,47.55674987,2024/25,325.0492509,251.0049017,0,1,5572.308817,3250.492509,1.714296772,325.0492509,154582.8592,181862.1873
41,64.04012793,2024/25,0,0,0.1,0,0,0,,0,0,0
42,35.17081223,2024/25,486.2458065,395.2865226,0.1,1,8775.360801,4862.458065,1.804717014,486.1658065,170988.4629,201162.8976
43,64.40459258,2024/25,580.7415929,718.4044956,0.1,1,15948.5798,5807.415929,2.746243768,580.6615929,373972.7332,439967.9214
44,60.70273094,2024/25,0,0,0.1,0,0,0,,0,0,0
45,49.73307878,2024/25,0,0,0.1,0,0,0,,0,0,0
46,49.245055,2024/25,439.6856109,498.1192317,0.1,1,11058.24694,4396.856109,2.515034986,439.6056109,216484.0248,254687.088
47,36.27660184,2024/25,522.0941975,442.9035173,0.1,1,9832.458084,5220.941975,1.883272814,522.0141975,189369.012,222787.0729
48,62.870891,2024/25,0,0,0.1,0,0,0,,0,0,0
49,64.49604488,2024/25,0,0,0.1,0,0,0,,0,0,0
50,63.64931877,2024/25,449.1004804,334.1780645,0.1,1,7418.753032,4491.004804,1.651913849,449.0204804,285798.4769,336233.5023
51,64.19820521,2024/25,266.0030738,176.2988764,0.1,1,3913.835055,2660.030738,1.47134956,265.9230738,170717.8406,200844.5184
52,19.79095715,2024/25,0,0,0.1,0,0,0,,0,0,0
53,64.36478544,2024/25,0,0,0.1,0,0,0,,0,0,0
54,63.86079285,2024/25,0,0,0.1,0,0,0,,0,0,0
55,61.76188684,2024/25,0,0,0.1,0,0,0,,0,0,0
56,64.30923392,2024/25,614.873347,835.4227798,0.1,1,18546.38571,6148.73347,3.016293649,614.793347,395368.8916,465139.8725
57,47.45306591,2024/25,0,0,0,0,0,0,,0,0,0
58,34.87869821,2024/25,0,0,0,0,0,0,,0,0,0
